7.3,4.1,80,0.0
7.2,4.0,80,0.0
7.2,4.0,80,0.0
7.2,4.0,80,0.0
7.2,4.0,80,0.0
7.2,4.0,80,0.0
7.2,3.9,80,0.0
7.1,3.9,80,0.0
7.0,3.8,80,0.0
6.9,3.9,81,0.0
6.8,3.8,81,0.0
6.8,3.7,81,0.0
6.8,3.7,81,0.0
6.7,3.9,82,0.0
6.7,3.9,82,0.0
6.7,3.8,82,0.0
6.7,3.8,82,0.0
6.7,3.8,82,0.0
6.7,3.8,82,0.0
6.7,4.0,83,0.0
6.7,4.0,83,0.0
6.7,4.1,83,0.0
6.8,4.2,83,0.0
6.8,4.2,83,0.0
6.9,4.2,83,0.0
6.9,4.2,83,0.0
6.9,4.2,83,0.0
6.9,4.2,83,0.0
6.9,4.3,83,0.0
6.9,4.3,83,0.0
7.0,4.3,83,0.0
7.0,4.3,83,0.0
7.1,4.6,84,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.1,4.4,83,0.0
7.0,4.5,84,0.0
7.1,4.6,84,0.0
7.1,4.6,84,0.0
7.1,4.6,84,0.0
7.1,4.6,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.2,4.7,84,0.0
7.3,4.8,84,0.0
7.3,4.8,84,0.0
7.3,4.8,84,0.0
7.3,4.8,84,0.0
7.3,4.6,83,0.0
7.3,4.6,83,0.0
7.3,4.6,83,0.0
7.3,4.8,84,0.0
7.4,4.8,84,0.0
7.4,4.8,84,0.0
7.4,4.9,84,0.0
7.4,4.9,84,0.0
7.4,4.9,84,0.0
7.4,4.9,84,0.0
7.4,4.9,84,0.0
7.5,4.9,84,0.0
7.5,4.9,84,0.0
7.6,5.0,84,0.0
7.6,5.1,84,0.0
7.7,5.1,84,0.0
7.7,5.2,84,0.0
7.7,5.3,85,0.0
7.8,5.2,84,0.0
7.8,5.2,84,0.0
7.9,5.3,84,0.0
7.9,5.4,84,0.0
8.0,5.4,84,0.0
8.1,5.5,84,0.0
8.2,5.6,84,0.0
8.3,5.7,84,0.0
8.4,5.8,84,0.0
8.4,5.7,83,0.0
8.4,5.7,83,0.0
8.5,5.8,83,0.0
8.6,5.8,83,0.0
8.6,5.9,83,0.0
8.7,5.9,83,0.0
8.7,6.0,83,0.0
8.7,6.0,83,0.0
8.8,6.1,83,0.0
8.8,6.1,83,0.0
8.8,6.2,84,0.0
8.8,6.2,84,0.0
8.8,6.2,84,0.0
8.8,6.4,85,0.3
8.7,6.3,85,0.3
8.7,6.5,86,0.5
8.7,6.4,86,0.5
8.7,6.6,87,0.5
8.7,6.6,87,0.5
8.7,6.8,88,0.5
